Approved	Alias
MRX80	MRX80
NACC1	NAC1
LYPD5	LYPD5
RPS25P5	RPS25P5
UBBP1	UBBP1
ARFGEF1	BIG1
LINC02385	LINC02385
FAM215A	APR2
RPS12P11	RPS12P11
COMMD4	COMMD4
ACVR1	ALK2
PACRG	FLJ32724
SEMA4A	SEMB
LNCTAM34A	LNCTAM34A
SPRY4	SPY4
PRR23D2	P23D2
LIN7C	FLJ11215
MAN2C1	MANA
DBF4	DBF4A
SBSPON	SBSPO
QDPR	SDR33C1
ELOCP11	ELOCP11
RPS6KA2IT1	RPS6KA2IT1
SNORD164	SNORD164
MNX1	MNX1
SPATA31E1	C9ORF79
HDGFL3	HDGR3
ABLIM3	ABLM3
OR3A3	OR1716
FKTN	LGMD2M
WDR54	FLJ12953
RNU6717P	RNU6717P
FOXD3AS1	PASFOXD3
CICP6	CICP6
ATP6V1B1	ATP6B1
WDPCP	FRITZ
DBT	DBT
HMGN2P8	AC022394.1
NONO	NONO
PLA2G6	PNPLA9
MMP14	MT1MMP
NAV2AS1	NAV2AS1
ADAM2	CT15
KLF11	TIEG3
FEM1C	EUROIMAGE686608
TAF6	TAFII85
TNFSF8	CD153
ANKRD34B	AN34B
PLEKHG2	PLEKHG2
LY86AS1	FLJ33708
CT45A3	CT453
SELENOS	SELENOS
BFSP1	FILENSIN
TMEM51AS1	FLJ23703
COL8A2	FECD
CDB2	CDB2
OR5BR1P	OR5BR1P
ASRGL1	ALP1
RPS19	S19
ARL6IP1	ARL6IP1
TRETTC22	TRETTC22
CNDP1	MGC10825
SLC25A53	SLC25A53
TRGJP1	A0A0A0MT97
POM121L2	POM121L2
TRAJ52	TRAJ52
RINL	FLJ45909
INTS9	INT9
PECR	TERP
MIR559	MIRN559
SPACA5	SPACA5
LLGL1	LGL1
ARPC3P2	ARPC3P2
AKNAD1	MGC26989
IGLVI68	IGLVI68
IGLV234	IGLV234
SLC5A4	SAAT1
TRVCAC131	TRVCAC131
PSENEN	PEN2
PCGEM1	LINC00071
CCDC190	MGC48998
FAM102A	SYM3A
LINC01251	LINC01251
TRYGTA61	TRYGTA61
LSM6	LSM6
RAB11BAS1	RAB11BAS1
WBS2	WBS
LINC00297	NCRNA00297
CCL18	SCYA18
IGHJ1P	IGHJ1P
DLEU2L	DLEU2L
MIR548AA2	MIR548AA2
STON2	STNB2
BANK1	BANK
DEFA5	HD5
ITGAX	CD11C
TRAV31	TCRAV31S1
SARAF	MGC8721
KIF2C	CT139
LRRC37A16P	LRRC37A16P
GAGE12B	A0A1Y8ELK0
EIF4A2	EIF4F
DFNB65	DFNB65
GPR153	GP153
HIST2H3PS2	HIST2H3PS2
CCR8	TER1
GPRIN1	KIAA1893
SLA	SLAP
OR7E28P	OST128
URB1	C21ORF108
TRAJ53	A0A075B6W9
CCL15	CCL15
UBE2C	UBE2C
MIR5091	MIRN5091
GPR151	PGR7
SHPK	SHK
NPLOC4	FLJ20657
HMGB1P20	HMGB1P20
METTL2B	METTL2
SPATA6	SRF1
LINC01929	CTD2171N6.1
PITX2	RIEG1
ARL14	FLJ22595
SIRT5	SIRT5
CRHBP	CRFBP
LINC01893	LINC01893
PRRG1	PRRG1
ZNF563	ZN563
PPIAP88	PPIAP88
KIAA1109	FLJ21404
CBLC	RNF57
FGF11	FGF11
SBNO2	SBNO2
GCNT2	A0A1W2PRW1
RBBP6P1	RBBP6P1
WDR46	UTP7
DLEU1	BCMS1
GLIPR1L1	MGC26856
CHMP5	SNF7DC2
CD226	CD226
HCCAT5	FJ222407
SMARCA2	SWI2
THBS1	TSP1
PSME2P1	PSME2P
MTCYBP35	MTCYBP35
ITGAM	CD11B
ODAPH	ODAPH
H2AC20	H2AC20
RPS14P6	RPS14P6
DONSON	DKFZP434M035
PIGP	DSCR5
UBQLN3	UBQLN3
RPA2P3	RPA2P3
MARCHF10	MARCHF10
C18ORF54	MGC33382
ATL2	ATL2
RPS18P12	RPS18P12
VN2R12P	VN2R12P
PLS3	PLS3
C3ORF20	DKFZP434N1817
CARMIL1	CARL1
ERVFRD1	SYNCYTIN2
GTF2I	SPIN
TXLNB	MDP77
SNORD35A	RNU35A
LINC02325	LINC02325
KCNJ6	KCNJ7
TVP23CCDRT4	A0A0A6YYB9
ANAPC2	ANAPC2
MST1P2	MSPL2
RPL23AP77	RPL23AP77
IRGM	IFI1
OR10X1	OR10X1
PLS1	PLASTIN1
NR1D2	NR1D2
ABCG2	EST157481
HMSD	ACC6
CYP17A1	P450C17
CARD17	CAR17
RASD2	RASD2
CCSER1	CCSE1
DEFB132	DEFB32
ZEB1	ZEB
ZNF620	ZNF620
ITPR1DT	ITPR1DT
ARHGAP33	ARHGAP33
TJP1P1	TJP1P
NRM	NRM
RNU6893P	RNU6893P
MIR4434	HSAMIR4434
AD5	AD5
NMUR1	FM3
COPS5	COPS5
GPBAR1	GPBAR1
RAB34	RAH
ZNF652P1	ZNF652P1
HBZP1	HBZP
RNU6756P	RNU6756P
MYL12B	ML12B
SLC37A4	G6PT1
NPW	PPL8
NT5C1A	MGC119201
LINC01001	LINC01001
GPRC5A	TIG1
DNAH2	DNAH2
SSBP1	SSBP
OR2A2	OST008
ACVR1C	ACVR1C
RPS21	S21
PHB2P1	PHB2P1
RNU6ATAC41P	RNU6ATAC41P
LINC02184	LINC02184
SLC17A8	VGLUT3
RN7SL615P	RN7SL615P
ZNF603P	ZNF603P
CBX1P2	CBX1P2
PKD2	PC2
TRCGCA22	TRCGCA22
CEP290	SLSN6
TNFRSF25	LARD
SNORD1161	HBII851
RNU72P	RNU72P
IL10RA	HIL10R
LINC01862	LINC01862
TMC5	TMC5
MIR5094	MIR5094
OR5H3P	OR5H3P
ARRB2	ARRB2
MIR3605	HSAMIR3605
LDB1	CLIM2
HLAK	HLAK
LONP1	PRSS15
MTRNR2L3	MTRNR2L3
EIF1P2	EIF1P2
MAGEA2	A0A087WZT8
LINC01915	LINC01915
PROKR1	GPR73A
SORBS2	SRBS2
POLDIP2	PDIP38
FRA1A	FRA1A
MOCS2	MOCS2A
NOTCH3	CADASIL
MIR5694	MIR5694
ZWINT	SIP30
MIR4538	HSAMIR4538
CRIP2	CRIP2
KCNK15	KT3.3
RPS15AP22	RPS15AP22
HSPA8P12	HSPA8P12
POLM	TDTN
GRAMD4P2	GRAMD4P2
SCARNA4	SCARNA4
DNM1P38	DNM1P38
LINC01756	LINC01756
LINC02279	LINC02279
TMEM185B	TMEM185B
CCDC168	FLJ40176
UBL4A	TMA24
RNU6880P	RNU6880P
MIR125B2	MIRN125B2
TMEM14EP	TMEM14E
BATF3	JUNDM1
MCHR2	SLT
DAGLB	KCCR13L
TNFRSF1A	TNFR55
RPL38P1	RPL38P1
NSUN5	WBSCR20
DLAT	ODP2
TTC4P1	TTC4P
MAEL	MAEL
ZFYVE1	PPP1R172
KDSR	FVT1
TRAPPC13P1	TRAPPC13P1
MAGEB16	MAGEB16
KRTAP213	KR213
STAG3L2	STAG3L2
SERPING1	SERPING1
MED16	TRAP95
DNM3	DYN3
ZBED3	MGC15435
CENPJ	CPAP
PGM5P4AS1	PGM5P4AS1
RNU667P	RNU667
RNU6243P	RNU6243P
HNRNPA3P2	HNRPA3P2
OFD1P16Y	OFDYP16
TRCGCA201	TRCGCA201
QRSL1	FLJ13447
HMGN1	FLJ31471
RN7SL220P	RN7SL220P
KRT7	CK7
DDI1	FLJ36017
HLAP	HLAP
FAM90A18P	FAM90A18P
TTTY23	TTTY23
TNKS2	PARP5C
HCG11	BK14H9.3
TMEM253	NCRNA00220
TLR5	FLJ10052
FOXE3	FREAC8
RNU61129P	RNU61129P
B9D1	B9D1
IGLV545	IGLV545
TPM3P5	TPM3P5
NUDT9P1	NUDT9P1
INTS4P2	INTS4L2
LANCL3	LANCL3
NEPRO	NET17
SLC35B3	PAPST2
GPR89A	UNQ192
PRAM1	PRAM
CARD18	PSEUDOICE
SETP10	SETP10
MAGEB10	MAGEB10
MIR4424	MIR4424
IGKV1OR2108	IGO1
SPANXN3	SPXN3
MIR205	HSAMIR205
PSD3	KIAA0942
FMR1AS1	FMR4
DCLK3	KIAA1765
ARHGAP5	ARHGAP5
ANGPTL1	ANGL1
CC2D1A	MRT3
TPSB2	TRYB2
PDCD6IP	PDCD6IP
NOL11	DKFZP586L0724
PCDHGB1	PCDHGB1
DUT	DUT
TMPRSS5	MGC148044
TFAP2D	TFAP2BL1
RN7SKP5	RN7SKP5
CNTNAP1	P190
SERPINA11	SPA11
ZNF92P2	ZNF92P2
IRF9	H0YNM9
SNCG	SNCG
TMEM30A	FLJ10856
LINC02817	LINC02817
CERK	DKFZP434E0211
DTL	CDT2
FAM204A	FLJ13188
GREM1	GREM1
GALK1	GALK1
CWC15	CWC15
TMPRSS11BNL	FLJ41562
TRXCAT16	TRNAIMETCAT16
ZNF121	D19S204
PBK	FLJ14385
LARP1BP1	LARP1BP1
MRX15	MRX15
TMPRSS12	TMPRSS12
MIR5092	HSAMIR5092
AMYP1	AMY2P
AFF3	MLLT2LIKE
MIR4522	MIR4522
RNA5SP91	RNA5SP91
MIR3686	HSAMIR3686
MCFD2	MCFD2
SNRNP40	PRP8BP
ST13	F10A1
LINC01506	LINC01506
ZDHHC19	ZDHHC19
PIRC22	PIRC22
RCOR1	KIAA0071
BAZ2A	BAZ2A
OXCT2	SCOTT
RPS10P30	RPS10P30
RNU6836P	RNU6836P
ZBTB8A	BOZF1
KCNQ1	LQT
DLG5	KIAA0583
PLA2G4E	PA24E
RNF187	RNF187
ERVK6	ERVK6
ACSS1	ACAS2L
ESCO1	ESCO1
HTR4	HTR4
HRH4	GPRV53
GAPDHP62	GAPDHP62
MAST1	SAST
SLC5A9	SLC5A9
SNORD27	RNU27
SNORD88A	SNORD88A
SPTLC1	SPTC1
BHLHA9	BHLHA9
MIR10226	HSAMIR10226
LINC02839	LINC02839
CD1C	CD1
MYO15A	DFNB3
PARP15	PARP15
TCEAL9	TCAL9
ATXN7	SCA7
TRQCTG111	TRQCTG111
TIMM8BP2	TIMM8BP2
SULT1D1P	SULT1D1P
RPL26L1	RPL26L1
NATD1	MGC33894
GOLGA2P2Y	GOLGA2P2
KLRC1	NKG2A
BCOR	BCOR
MORC2AS1	FLJ35801
KIN	RTS2
MIR161	HSAMIR161
LINC01209	LINC01209
PFDN5	PFDN5
PTPMT1	E9PQM0
DIS3L2	FAM6A
GET4	H_NH1244M04.5
KCNJ18	TTPP2
AEBP1	AEBP1
ACOT12	THEAL
MRPS18C	MRPS181
TP53INP2	C20ORF110
NLRP3	NLRP3
USP15	USP15
OR1F1	OLFMF
TRSAGA26	TRNASERAGA26
PALM2AKAP2	B1ALY0
PHC1P1	PHC1P1
NRROS	LRC33
MLPH	SLAC2A
TRAAGC211	TRNAA21
XRCC2	FANCU
ZFP36L1	TISB
CRISPLD1	CRISPLD1
LZTFL1	LZTL1
GPAT3	LPAATTHETA
MESP1	MGC10676
C2ORF15	MGC29762
SEC24D	KIAA0755
RPL23AP65	RPL23AP65
CNIH2	MGC50896
SNRNP40	WDR57
LINC01563	LINC01563
SMARCAD1	SMRCD
KRTAP99	KAP9.5
LINC01176	LINC01176
ZNF93	HPF34
TRPAGG24	TRPAGG24
MIR562	MIRN562
RNU1103P	RNU1103P
MIR19A	MIRN19A
SGO1P2	SGO1P2
RNU6361P	RNU6361P
HLADQB3	DQB3
MIR135A2	MIRN135A2
RAPGEF1	GRF2
MINAR1	MNAR1
TRTAGT12	TRNAT9
TP53BP2	PPP1R13A
RNU6507P	RNU6507P
IMPACT	IMPACT
MIR541	MIR541
GADD45A	DDIT1
LUCAT1	LUCAT1
MIR498	MIRN498
MIR3666	MIR3666
P2RY6	P2RY6
AGPAT4	AGPAT4
TRGC2	TRGC2
BCL11A	ZNF856
ZNF573	ZNF573
NRSN2	DJ1103G7.6
AACS	AACS
PITX2	BRX1
FAM86FP	FAM86FP
IGHD5OR155B	IGHD5OR155B
TRKTTT121	TRKTTT121
HEXIM2	HEXIM2
DNAJC30	WBSCR18
SYNM	DMN
XPA	XPA
SNORD13P1	U13
RNU445P	RNU445P
OR52J3	OR52J3
SEC22C	SEC22L3
KRT18P61	KRT18P61
RN7SL619P	RN7SL619P
MTND5P10	MTND5P10
ZEB2	ZEB2
MORF4L1	MRG15
GLCE	GLCE
HTR1D	5HT1D
FADS3	LLCDL3
FAF2	UBXD8
LINC01258	LINC01258
PARVB	PARVB
CDK11A	CDK11P58
ARHGAP22IT1	FLJ35752
OR7E121P	OR7E121P
CDC42EP3	CEP3
ADAMTS19	ATS19
STMND1	STMD1
CYP3A4	CP3A4
SLC6A15	FLJ10316
UBTFL1	C11ORF27
TRYGTA91	TRYGTA91
MIR526B	MIRN526B
IL17B	ZCYTO7
IL27RA	WSX1
YWHAQP8	YWHAQP8
FLAD1	FLAD1
GTSF1L	GTSF1L
FAM8A1	FA8A1
SKP1P3	SKP1P3
CNTNAP3P6	CNTNAP3P6
NR4A3	NR4A3
ZNF25	ZFP9
FOLR2	FOLR2
GPR146	GPR146
LINC02578	RP11127L21.1
TRSCGA41	TRNASERCGA41
CHMP1A	KIAA0047
FUT2	SEJ
KDM5A	KDM5A
RPL15P4	RPL15P4
TRTAGT61	TRNATHRAGT61
MIR8080	MIR8080
VWA3A	FLJ40941
SLFN13	SLN13
LINC02537	LINC02537
LINC01591	LINC01591
CPNE5	CPN5
TEX43	C5ORF48
PPFIBP2	LIPB2
SCIN	SCIN
PLEKHA8	PKHA8
MARK3	KP78
TSPYL1	TSYL1
DPH3	MGC20197
RPL31P30	RPL31P30
NUDT13	NUDT13
EIF4BP4	EIF4BP4
SAMD9	C7ORF5
TMEM181	GPR178
SLC22A12	RST
RILP	FLJ31193
ZNF516	ZN516
TBXAS1	CYP5
PRDX6	P29
OR10H3	OR10H3
SCYL1	MGC78454
ULK2	ULK2
RNA5SP525	RNA5SP525
TM7SF2	ERG24
CICP5	CICP5
MTG2	DJ1005F21.2
PLAUR	CD87
NECTIN2	PVRL2
MCTS1	MCT1
VWA8	KIAA0564
SYNE4	NESPRIN4
LARP1	LARP1
TMEM33	TMM33
H33A	B4DEB1
PDZK1	PDZK1
RBP5	RET5
RNU738P	RNU738P
C1ORF232	CA232
S100B	S100B
TRNGTT21	TRNGTT21
H3C14	H3FM
YTHDF2P1	YTHDF2P
C1ORF61	CROC4
ZNF70	ZNF70
RPS20P16	RPS20P16
CAMTA2	CMTA2
RBM24	DJ259A10.1
SPON2	DIL1
CEP83DT	CCDC41AS1
FBXW7	FBW7
RN7SL6P	RN7SLP3
RHOA	ARH12
ART4	ART4
LINC01681	LINC01681
ADAP1	CENTA1
REEP6	FLJ25383
BLNK	SLP65
MAGEA2B	MGC16973
CCDC50	CCD50
MIR6737	MIR6737
USP9YP31	USP9YP31
SLC29A4P1	SLC29A4P1
SNX18P25	SNX18P25
EBR4	EBR4
SCRT1	ZNF898
ISM2	THSD3
HNRNPA1P23	HNRNPA1P23
VPS13BDT	OLC8
RABEP2	FRA
C2CD4C	C2C4C
TWNK	PEO
GNL3	C77032
POTEM	P704P
PPARGC1B	PERC
MIR376A2	MIR376A2
RPS8P10	RPS8P10
PHLDB1	LL5A
AKTIP	FLJ13258
SNORD159	SNORD159
CLEC5A	CLEC5A
MT1HL1	MT1P2
PEA15	PED
RPA1	RPA70
CCDC74A	CCDC74A
ZNF519	HST2362
ATP6V1FNB	ATP6V1FNB
FBXO47	FBXO47
IL17A	IL17
DERL3	IZP6
CNC2	CNC2
MORF4L1P2	MORF4LP2
OR6E1P	OR6E1P
LINC01689	LINC01689
REXO4	A0A0C4DG31
MIR623	MIR623
FAM122A	C9ORF42
ATIC	ATIC
LINC00243	NCRNA00243
RN7SKP162	RN7SKP162
HCL2	RHA
C1ORF159	C1ORF159
STRN4	STRN4
LINC02199	LINC02199
TRCGCA101	TRNACYSGCA101
EIF4G3	EIF4GII
RN7SKP79	RN7SKP79
STIL	SIL
RNA5SP422	RN5S422
CBWD6	OTTHUMG00000067194
FRMD4A	FLJ10210
OR7E162P	OR7E162P
CLIP2	CYLN2
SEC13	NPP20
RNA5SP531	RNA5SP531
TUBB8	TBB8
HPD	PPD
LINC00293	LINC00293
RPN2	SWP1
VN1R27P	VN1R27P
EIF3K	HSPC029
CASP12	CASP12P1
RTP3	Z3CXXC3
SLPI	SLPI
SLC22A15	FLIPT1
TRPAGG23	TRNAP15
MINK1	MAP4K6
LINC01952	AC004854.4
MIR92A1	HSAMIR921
TRPM6	CHAK2
RNU6V	RNU6V
DGAT2L7P	DGAT2L7P
SNORD1167	HBII857
ADGRB3	BAI3
ZNF32AS2	ZNF32AS2
SEC14L2	C22ORF6
NGRN	DSC92
OR56A1	OR56A1
SLC46A2	TSCOT
MTND4L	NU4LM
BSDC1	FLJ10276
TRVCAC13	TRNAV9
MED29	MED29
SPACA3	LYZL3
AGAP6	AGAP6
IGHG4	A0A286YFJ8
HNRNPA1P6	HNRNPA1L1
XCE	XCE
GABARAPL2	GATE16
SLC35F6	SLC35F6
MTCYB	UQCR3
SHANK3	PSAP2
SKA2P1	EM:AC006313.1
DESI2	DESI2
PGM2L1	BM32A
SDCBPP1	SDCBPP1
CYP11B1	C11B1
TARID	TARID
EVA1A	FLJ13391
HPYR1	LINC00027
PRR15L	PR15L
SCN4A	SKM1
ATG10AS1	ATG10AS1
ZBTB48	ZBTB48
NUP210P2	NUP210P2
RPL21P82	RPL21P82
AMBP	EDC1
SLC35G4	SLC35G4P
MAGED2	MAGED2
TMEM138	HSPC196
SLC1A1	EAAC1
TRAV10	TRAV10
PI4K2B	FLJ11105
ST3GAL1	SIA4A
YAE1	YAE1D1
RPL8	L8
PHLPP1	PHLPP1
ELP1	IKI3
ZNF2	A15
IGHV3691	IGHV3691
PPP1R15B	PR15B
TRBV76	TCRBV7S6
HNRNPA1P49	HNRNPA1P49
MTCO3P19	MTCO3P19
LINC00614	FLJ35853
ATXN7L3B	A7L3B
SLC35G5	SLC35G5
CRELD1	AVSD2
CDCA4P4	CDCA4P4
SARS2	MTSERRS
ODF2L	KIAA1229
SAMD1	E9PIW9
DDIT4AS1	DDIT4AS1
GAREM1	GAREM
ANKHD1EIF4EBP3	ANKHD1EIF4EBP3
RNF8	RNF8
PCDHA13	CRNR5
FRA1G	FRA1G
UBXN10	UBXN10
PROKR2	PKR2
HNRNPCL2	HNRNPCL2
UHRF1	TDRD22
ADRA1A	ADA1A
RNA5SP236	RN5S236
LINC02724	LINC02724
PKD1L1	PKD1L1
DPCD	RP11529I10.4
C12ORF50	CL050
GAPDHP48	GAPDHP48
ARRDC3	ARRDC3
RAD51B	RAD51B
KLK15	KLK15
HSPD1P4	HSPD15P
RNU6804P	RNU6804P
ZNF886P	ZNF886P
CYP2F2P	CYP2F2P
DYNC2LI1	LIC3
TMEM52	TMEM52
ATP1A1	AT1A1
H13	H1D
TRITAT21	TRNAI13
FXNP1	FRDAP
PCARE	RP54
AGBL5AS1	AGBL5AS1
STOX1	FLJ25162
RPS2P8	RPS2P8
HMGN2P2	HMGN2P2
USP17L23	U17LN
HIC2	ZNF907
DNM1P43	DNM1DN1110
PABPC4	IPABP
PPP2R5C	PPP2R5C
CFAP46	BA288G11.4
OFD1P17	C5ORF1
SLC25A45	S2545
CNGA3	CCNC1
CDHR1	RP65
FAM47DP	FAM47DP
ATP12A	AT12A
CCDC154	LOC645811
MIR4672	MIR4672
RNA5SP511	RN5S511
MAPK1	ERK2
MCFD2P1	DJ153G14.2
RFPL1S	RFPL1AS1
RTCB	FAAP
LETM2	LETM2
GFRAL	UNQ9356
TRGCCC41	TRNAGLYCCC41
TADA2B	TADA2B
SLC4A4	HHNMC
RAET1E	RAE1E
SLC7A13	AGT1
OED	OED
ETV4	E1AF
C22ORF46	CV046
NPFFR2	NPFF2
HMGN2P4	HMGN2P4
LILRA6	B5ME96
CX3CR1	CCRL1
SEC16A	SEC16L
TRCGCA141	TRCGCA141
RPL36AP16	RPL36AP16
AGAP1	GGAP1
GAPDHP54	GAPDHP54
THUMPD2	THUMPD2
C7ORF25	MGC2821
PARD6G	PAR6G
FZD1	FZD1
KLRK1	KLR
OR5G5P	OR5G5P
CEACAM1	BGP
CSGALNACT2	PRO0082
METTL14	METTL14
NF1P6	NF1P6
RNU179P	RNU179P
ACAA1	THIK
TH	TY3H
ZFAND6	ZFAND6
RNU6531P	RNU6531P
GNRH1	GRH
ENOSF1	RTS
STPG2	STPG2
CEPA	CEPA
TTTY7	LINC00129
SNORD1145	SNORD1145
APPBP2	KIAA0228
IGKV2D30	IGKV2D30
FAM155A	FAM155A
WWC2AS2	WWC2AS2
SNORD1145	14Q(II5)
MSS51	MSS51
ARPC5L	ARP5L
RB1CC1	ATG17
OR5B12	OST743
LINC00598	LINC00598
VWA7	G7C
SCARNA2	HBII382
MSANTD3	MGC17337
IMP3P2	IMP3P2
REG1B	REG1B
MIR548AP	HSAMIR548AP
LINC01216	EMCNIT3
RNA5SP410	RNA5SP410
TIGD5	FLJ14926
PAQR5	MPRG
TMEM102	FLJ36878
TRHGTG18	TRNAHISGTG18
ANKRD23	ANKRD23
IGHVII262	IGHV(II)262
RNA5SP145	RNA5SP145
RPL6P24	RPL6P24
EIF4E2	EIF4E2
CSF1R	CD115
NPHP3	SLSN3
SEPTIN3	SEP3
MIR139	MIR139
MACF1	MACF
GLUD1P6	GLUD1P8
CD302	DCL1
METTL7A	MET7A
RASSF6	RASSF6
PRR3	EM:AB023052.2
DFNB20	DFNB20
MIR451A	MIR451
LYRM1	A211C6.1
FAIM2	LFG2
IGLV548	A0A075B6I7
RPS26P38	RPS26P38
KRTAP202	KR202
CASC21	CASC21
LINC01332	LINC01332
RPS6KB2AS1	AP003419.16
BMPR1A	ACVRLK3
LRCH2	LRCH2
NXPE4	C11ORF33
BPIFB1	BPIFB1
GSEC	FLJ39051
INCENP	INCE
SVEP1	BA427L11.3
FXYD4	CHIF
SDHA	SDH2
TRETTC71	TRNAGLUTTC71
RPL7AP16	RPL7AP16
RAB2A	RAB2
RPS3AP49	RPS3AP49
MIR617	MIR617
MORC4	ZCWCC2
MIR4287	MIR4287
NXPH2	NXPH2
TMEM163	SV31
TPTE	TPTE
COL4A2AS1	COL4A2AS1
MYBBP1A	P160
SH3BP5L	KIAA1720
RPL38	L38
THEM6	THEM6
ARPC3P5	ARPC3P5
PDIA2	PDI
SH3TC2DT	SH3TC2DT
TTC9	TTC9
PAX4	MODY9
SMAD9IT1	SMAD9IT1
GAS8	GAS8
TRLCAG31	TRNAL21
FAM221B	C9ORF128
TXNIP	ARRDC6
XDH	XO
TMEM242	TM242
SPP1	ETA1
DHX30	FLJ11214
ITPRIP	IPRI
TP73AS1	PDAM
RPS3AP16	RPS3AP16
DHRS3	SDR16C1
KRT16	NEPPK
OSGEP	PRSMG1
RPS15AP35	RPS15AP35
ASAP3	FLJ20199
SREBF1	SRBP1
SEPTIN6	MGC20339
ZNF763	ZNF440L
H3C2	HIST1H3B
KIR2DL1	CL42
OR2T11	O2T11
TRPM2AS	TRPM2AS1
ANKRD17	ANKRD17
SNORA50A	SNORA50A
RNU6414P	RNU6414P
COX6A1	COX6A
IGKV1OR2	IGKV1OR2
TNFRSF25	TNFRSF12
TRECTC16	TRNAGLUCTC16
LINC00343	NCRNA00343
PKLR	PKLR
ELOCP23	ELOCP23
RNA5SP154	RNA5SP154
SNORA3C	SNORA3C
HSD17B7	PRAP
FAM224A	NCRNA00230A
RASAL2	NGAP
OR2W3	OST718
POLE2	DPE2
ZNF775	MGC33584
RNA5SP100	RN5S100
SSBP3AS1	MSTP128
IGHV3OR1612	IGHV3/OR1612
GADD45G	GADD45GAMMA
PRODH	PRODH1
NOA1	MGC3232
SLFN14	SLN14
NDUFS5	CI15K
CSRNP1	CSRN1
GNG7	GBG7
LINC00628	LINC00628
TRGTCC11	TRNAG3
SNORD11543	HBII5243
PRDX1	PRDX1
PCDHG@	PCDHG@
TEAD2	TEAD2
SNORD136	ZL26
RAET1G	ULBP5
SLC39A2	SLC39A2
HOXB9	HOXB9
OTOG	FLJ46346
COX8A	VIIIL
TRIGAT11	TRNAILEGAT11
RNA5SP452	RNA5SP452
RHEBL1	FLJ25797
IL2RG	CIDX
RNU6847P	RNU6847P
SESN1	SEST1
DIS3L	KIAA1955
HSPE1P2	HSPE1P2
LINC02533	LINC02533
LINC02653	LINC02653
KIAA1841	K1841
CA11	CARP2
LINC02390	LINC02390
SLCO4C1	SLCO4C1
RNU619P	RNU619
QRSL1P2	QRSL1P2
INTS5	INTS5
NLRP12	RNO2
METAP1	METAP1A
PPP1R15A	PPP1R15A
PLXNB2	KIAA0315
RNU61311P	RNU61311P
SNX27	SNX27
GPATCH3	GPATC3
SP3	SP3
PART1	NCRNA00206
MAPT	MGC138549
GNG12	GBG12
ORC3	ORC3
OR52N5	O52N5
ATP6V1C2	ATP6V1C2
MIR8485	MIR8485
TTC22	TTC22
LINC01016	LINC01016
ACD	ACD
YPEL3	MGC10500
KRT19P3	KRT19P3
C1ORF137	C1ORF137
DSCR8	DSCR8
CNGA4	CNCA2
SMARCA4	SMCA4
TAS2R30	TAS2R47
SFMBT1	RU1
TRAAGC81	TRAAGC81
PHOSPHO2	PHOSPHO2
ACTR3B	ARP3B
PSMD8	PSMD8
RN7SKP228	RN7SKP228
ZNF275	ZN275
OIP5AS1	OIP5AS1
PSPC1AS2	RP11523H24.3
HERC2P9	FLJ59185
ARHGEF7	NBLA10314
HELZ	KIAA0054
CORO1B	CORO1B
ZNF121	ZNF121
TNFRSF25	DR3
TRBV68	TVB68
C4ORF3	HCVFTP1
B3GAT3	B3GA3
C5AR1	C5R1
TRVCAC13	TRNAVALCAC13
HELZ2	PDIP1
PKP4	P0071
LINC00475	C9ORF44
RFESDP1	RFESDP1
HTR4	5HT4R
MIR4537	HSAMIR4537
TMBIM6	TMBIM6
STAMAS1	STAMAS1
TMEM88B	TMEM88B
RNU6426P	RNU6426P
HOXC13	HOX3
NIPAL2	NIPAL2
ABHD15AS1	LINCTP53I13
TCIM	TCIM
NBPF14	A0A087WV19
SNCA	SYUA
FABP1	LFABP
PSMD7	RPN8
NEURL1B	RNF67B
ANKS1B	ANS1B
EIF5P2	EIF5P2
THUMPD1	FLJ20274
RBPMS	HERMES
GUCY2F	GUC2DL
MRPS9	RPMS9
RTL8A	DKFZP564B147
FZR1	CDC20C
BAGE4	BAGE4
HSPD1P20	HSPD120P
SHISA6	SHISA6
RNU6171P	RNU6171P
SUMO2P5	SUMO2P5
IL5RA	CD125
TLNRD1	TLNRD1
LAP3P2	LAP3P2
FANK1AS1	FANK1AS1
MGA	MAD5
LSM4	YER112W
MRAP	C21ORF61
LINC01879	LINC01879
OGFOD1	TPA1
SNRPCP12	SNRPCP12
SCAR3	SCAR3
TMEM210	TM210
RFPL4A	RFPL4
RNA5SP218	RNA5SP218
TFEB	TFEB
MIR196A2	MIR196A2
ZNF208	ZNF208
HM13AS1	HM13AS1
ZNF592	ZNF592
TAFA4	TAFA4
MIR31801	HSAMIR31801
SNORA63	SNORA63
SBSN	HLAR698
LYSMD1	SB145
HNRNPCP8	HNRNPCP8
AGR3	PDIA18
ZFP36	TTP
FAM21FP	FAM21FP
RNU634P	RNU634P
PPP4R3A	SMK1
TRLTAA31	TRNALEUTAA31
ENTPD3	CD39L3
NANOGNBP1	NANOGNBP1
LRRC15	LRRC15
ZFATAS1	ZFATAS
WDR82P1	HCG26824
PHKG1P3	PHKGL
MARVELD1	GB14
TRAF2	TRAP3
ABAT	GABAT
SDS	SDHL
HMGB3P6	HMGB3P6
LINC01430	LINC01430
ZMIZ1AS1	ZMIZ1AS1
CLIC4P2	CLIC4P2
MIR372	MIR372
MINAR2	KIAA1024L
NLRC4	CLAND
IGKV1OR11	IGKV1/OR11
ATG2B	C14ORF103
